year,Base case diesel consumed,Modeled non-residential ashp
2017,25802.2717021,25335.9158422
2018,25802.2717021,25335.9158422
2019,25802.2717021,25335.9158422
2020,24297.697697,23831.3418371
2021,24297.697697,23831.3418371
2022,24297.697697,23831.3418371
2023,22793.1236919,22326.7678321
2024,22793.1236919,22326.7678321
2025,22793.1236919,22326.7678321
2026,21288.5496868,20822.193827
2027,21288.5496868,20822.193827
2028,21288.5496868,20822.193827
2029,19783.9756818,19317.6198219
2030,18279.4016767,17813.0458168
2031,18279.4016767,17813.0458168
