year,Base case diesel consumed,Modeled diesel efficiency
2019,230023.202718,209112.002471
2020,229492.321604,208629.383277
2021,228885.600331,208077.818483
2022,228278.879058,207526.253689
2023,227672.157785,206974.688895
2024,227065.436511,206423.124101
2025,226458.715238,205871.559307
2026,225776.153806,205251.048914
2027,225169.432532,204699.48412
2028,224486.8711,204078.973727
2029,223804.309668,203458.463334
2030,223121.748235,202837.952941
2031,222439.186803,202217.442548
2032,221756.62537,201596.932155
2033,221074.063938,200976.421762
2034,220315.662347,200286.96577
2035,219633.100914,199666.455376
2036,218874.699323,198976.999384
2037,218040.457572,198218.597793
2038,217282.05598,197529.1418
