year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,231160.81,2483.76,265202.36,185604.62
2018,230629.92,2502.66,265202.36,190004.58
2019,230023.2,2521.97,265202.36,195504.54
2020,229492.32,2541.6,265202.36,199904.5
2021,228885.6,2561.58,265202.36,205404.45
2022,228278.88,2582.0,265202.36,209804.42
2023,227672.16,2602.93,265202.36,215304.37
2024,227065.44,2624.32,265202.36,219704.33
2025,226458.72,2645.99,265202.36,225204.29
2026,225776.15,2667.83,265202.36,230704.24
2027,225169.43,2689.87,265202.36,236204.19
2028,224486.87,2712.17,265202.36,241704.15
2029,223804.31,2735.13,265202.36,247204.1
2030,223121.75,2758.42,265202.36,252704.05
2031,222439.19,2782.01,265202.36,258204.01
2032,221756.63,,,264803.95
2033,221074.06,,,270303.91
2034,220315.66,,,275803.86
2035,219633.1,,,282403.8
2036,218874.7,,,289003.75
