year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2003,,41953.94,2968626.0,2968626.0
2004,,41953.94,2974211.0,2974211.0
2005,,41953.94,2928796.0,2928796.0
2006,,41953.94,2917127.0,2917127.0
2007,,41953.94,2911891.0,2911891.0
2008,,41953.94,3014929.0,3014929.0
2009,,41953.94,3122843.0,3122843.0
2010,,41953.94,8919586.0,8919586.0
2011,,41953.94,3220283.0,3220283.0
2012,,41953.94,3318887.0,3318887.0
2013,,41953.94,3210594.0,3210594.0
2014,,41953.94,2997053.0,2997053.0
2015,,41953.94,3070399.0,3070399.0
2016,start of forecast,41953.94,3055000.0,3055000.0
2017,,41953.94,3048000.0,3048000.0
2018,,41953.94,3041000.0,3041000.0
2019,,41953.94,3033000.0,3033000.0
2020,,41953.94,3026000.0,3026000.0
2021,,41953.94,3018000.0,3018000.0
2022,,41953.94,3010000.0,3010000.0
2023,,41953.94,3002000.0,3002000.0
2024,,41953.94,2994000.0,2994000.0
2025,,41953.94,2986000.0,2986000.0
2026,,41953.94,2977000.0,2977000.0
2027,,41953.94,2969000.0,2969000.0
2028,,41953.94,2960000.0,2960000.0
2029,,41953.94,2951000.0,2951000.0
2030,,41953.94,2942000.0,2942000.0
2031,,41953.94,2933000.0,2933000.0
2032,,41953.94,2924000.0,2924000.0
2033,,41953.94,2915000.0,2915000.0
2034,,41953.94,2905000.0,2905000.0
2035,,41953.94,2896000.0,2896000.0
2036,,41953.94,2886000.0,2886000.0
2037,,41953.94,2875000.0,2875000.0
2038,,41953.94,2865000.0,2865000.0
2039,,41953.94,2854000.0,2854000.0
2040,,41953.94,2844000.0,2844000.0
