year,Base case diesel consumed,Modeled non-residential ashp
2017,2157916.02674,1418011.00372
2018,2186176.12231,1446271.09929
2019,2210750.11845,1470845.09543
2020,2247611.11267,1507706.08965
2021,2272185.10881,1532280.0858
2022,2294301.70534,1554396.68233
2023,2313960.90226,1574055.87924
2024,2333620.09918,1593715.07616
2025,2354507.9959,1614602.97288
2026,2377853.29224,1637948.26922
2027,2411028.18703,1671123.16401
2028,2430687.38395,1690782.36093
2029,2454032.68029,1714127.65727
2030,2477377.97662,1737472.95361
2031,2501951.97277,1762046.94975
