year,Base case diesel consumed,Modeled water and wastewater efficiency
2017,15929.8091179,
2018,16026.490776,
2019,16114.1235828,
2020,16240.4351914,
2021,16324.6825188,
2022,16401.7492139,
2023,16471.9128403,
2024,16541.898986,
2025,16615.3173166,
2026,16692.732301,
2027,16809.02225,
2028,16877.8060634,
2029,16960.1558144,
2030,17043.2341706,
2031,17125.2102778,
