year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,3165730.13,15929.81,2466350.08,1863200.64
2018,3168922.03,16026.49,2466350.08,1887601.14
2019,3171896.31,16114.12,2466350.08,1908818.97
2020,3176103.82,16240.44,2466350.08,1940645.71
2021,3178933.0,16324.68,2466350.08,1961863.53
2022,3181472.02,16401.75,2466350.08,1980959.57
2023,3183865.94,16471.91,2466350.08,1997933.83
2024,3186187.33,16541.9,2466350.08,2014908.09
2025,3188653.8,16615.32,2466350.08,2032943.25
2026,3191265.36,16692.73,2466350.08,2053100.18
2027,3195110.15,16809.02,2466350.08,2081744.24
2028,3197431.53,16877.81,2466350.08,2098718.51
2029,3200188.18,16960.16,2466350.08,2118875.44
2030,3202944.82,17043.23,2466350.08,2139032.37
2031,3205701.46,17125.21,2466350.08,2160250.2
2032,3208313.02,,,2179346.24
2033,3210416.77,,,2195259.61
2034,3212593.07,,,2211172.98
2035,3215422.26,,,2232390.81
2036,3218323.99,,,2253608.63
