year,Base case cost,Modeled non-residential energy efficiency
2017,25911846.7439,25025067.0104
2018,27518882.3768,26445123.7462
2019,29750876.3115,28417424.7681
2020,30822233.4001,29364129.2587
2021,31536471.4592,29995265.5857
2022,32072150.0035,30468617.8309
2023,32473908.9117,30823632.0149
2024,32786388.0626,31099754.158
2025,33143507.0921,31415322.3215
2026,33589905.879,31809782.5258
2027,33991664.7873,32164796.7098
2028,34304143.9381,32440918.8529
2029,34705902.8463,32795933.0368
2030,34973742.1185,33032609.1594
2031,35420140.9054,33427069.3638
