year,Base case diesel consumed,Modeled diesel efficiency
2019,153628.024118,139661.840108
2020,153628.024118,139661.840108
2021,153628.024118,139661.840108
2022,153628.024118,139661.840108
2023,153475.312365,139523.011241
2024,153398.956488,139453.596807
2025,153398.956488,139453.596807
2026,153398.956488,139453.596807
2027,153475.312365,139523.011241
2028,153475.312365,139523.011241
2029,153475.312365,139523.011241
2030,153475.312365,139523.011241
2031,153551.668242,139592.425674
2032,153551.668242,139592.425674
2033,153628.024118,139661.840108
2034,153628.024118,139661.840108
2035,153628.024118,139661.840108
2036,153628.024118,139661.840108
2037,153704.379995,139731.254541
2038,153704.379995,139731.254541
