year,Base case cost,Modeled residential energy efficiency
2017,1552011.08346,1442299.61364
2018,1629845.05044,1503283.16964
2019,1735297.52182,1587149.40083
2020,1771811.94608,1611778.5466
2021,1806689.51182,1637469.50073
2022,1845771.53946,1669186.79529
2023,1877653.06106,1695086.24757
2024,1892834.81043,1704791.88277
2025,1910546.85135,1716657.09464
2026,1933319.4754,1732773.07544
2027,1951031.51632,1744767.26247
2028,1966213.26568,1754730.92059
2029,1986455.59817,1768940.86626
2030,1999107.05597,1776931.88354
2031,2003950.24653,1775859.98954
2032,2026547.20469,1792160.92721
2033,2049144.16284,1808517.1357
2034,2071741.12099,1824927.3196
2035,2086805.75976,1835170.49415
2036,2095675.05654,1837519.66874
