year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,0,0,0,0,0,2067229
2004,,0,0,0,0,0,1990683
2005,,0,0,0,0,0,1917235
2006,,0,0,0,0,0,1978674
2007,,0,0,0,0,0,2008285
2008,,0,0,0,0,0,2032937
2009,,0,0,0,0,0,2076336
2010,,0,0,0,0,0,2035999
2011,,0,0,0,0,0,2034128
2012,,0,0,0,0,0,2037922
2013,,0,0,0,0,0,1958200
2014,start of forecast,0,0,0,0,0,2011000
2015,,0,0,0,0,0,2010000
2016,,0,0,0,0,0,2010000
2017,,0,0,0,0,0,2011000
2018,,0,0,0,0,0,2012000
2019,,0,0,0,0,0,2012000
2020,,0,0,0,0,0,2012000
2021,,0,0,0,0,0,2012000
2022,,0,0,0,0,0,2012000
2023,,0,0,0,0,0,2010000
2024,,0,0,0,0,0,2009000
2025,,0,0,0,0,0,2009000
2026,,0,0,0,0,0,2009000
2027,,0,0,0,0,0,2010000
2028,,0,0,0,0,0,2010000
2029,,0,0,0,0,0,2010000
2030,,0,0,0,0,0,2010000
2031,,0,0,0,0,0,2011000
2032,,0,0,0,0,0,2011000
2033,,0,0,0,0,0,2012000
2034,,0,0,0,0,0,2012000
2035,,0,0,0,0,0,2012000
2036,,0,0,0,0,0,2012000
2037,,0,0,0,0,0,2013000
2038,,0,0,0,0,0,2013000
2039,,0,0,0,0,0,2013000
2040,,0,0,0,0,0,2014000
