year,Base case cost,Modeled wind power
2019,513117.600555,721944.008111
2020,543843.205379,737884.754476
2021,565351.128756,747089.431439
2022,580713.931167,751854.708058
2023,590879.952604,752739.129158
2024,599789.919868,752907.709882
2025,610527.846822,754668.839266
2026,624333.752906,758873.001855
2027,635387.79319,761240.9271
2028,644596.311932,762289.587988
2029,656874.336921,765772.709116
2030,664548.102539,765943.341434
2031,677162.856945,770027.566245
2032,690982.507087,775058.239759
2033,705152.630703,780563.955411
2034,718979.152874,785847.71869
2035,728196.834321,787799.455087
2036,743559.636733,794468.304765
2037,751614.418176,795872.454603
2038,766984.856176,802772.873571
