year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,91300.66,894337.95,1001035.3,20289.67,651038.34,550975.78
2018,96307.81,946210.77,1055356.08,20579.68,678821.75,574488.97
2019,103476.76,1016490.08,1128951.98,21751.74,716463.79,606345.55
2020,106725.79,1049956.42,1154181.07,21988.79,734388.57,617630.87
2021,109025.73,1073382.86,1178506.15,22207.03,746935.92,628183.36
2022,111035.76,1090116.03,1206052.44,23072.52,755898.31,639719.1
2023,112821.05,1101829.24,1228593.1,24404.13,762171.98,649059.96
2024,114242.86,1111869.14,1239195.47,25332.86,767549.42,653639.34
2025,115534.12,1123582.36,1251564.89,25708.12,773823.09,658981.96
2026,116993.3,1138642.21,1267468.44,25805.3,781889.24,665851.03
2027,118019.83,1150355.43,1279837.87,25674.86,788162.92,671193.64
2028,118828.47,1160395.33,1290440.24,25428.68,793540.35,675773.03
2029,120143.5,1173781.87,1304576.73,25552.5,800710.26,681878.87
2030,121133.23,1182148.45,1313412.03,25948.3,805191.46,685695.02
2031,121883.07,1195534.99,1316446.28,25003.36,812361.37,687503.97
2032,123486.94,1210594.84,1332216.83,25380.89,820427.52,694330.38
2033,124788.36,1225654.69,1347987.38,25188.77,828493.67,701156.79
2034,126391.43,1240714.54,1363757.92,25564.93,836559.83,707983.2
2035,127341.33,1250754.44,1374271.62,25592.76,841937.26,712534.14
2036,128801.38,1267487.61,1380056.76,25410.1,850899.65,715618.29
2037,129428.7,1275854.2,1388744.29,25128.03,855380.85,719387.04
2038,130919.85,1292587.37,1406119.34,25007.31,864343.24,726924.53
2039,132054.78,1304300.58,1418281.88,25093.24,870616.91,732200.78
2040,133333.77,1321033.75,1423446.35,24582.22,879579.3,735085.83
