year,annotation,consumption kWh,residential kWh,non-residential kWh
2003,,1970699.0,960172.0,1010527.0
2004,,1867293.0,940878.0,926415.0
2005,,1793644.0,947239.0,846405.0
2006,,1854203.0,956779.0,897424.0
2007,,1857279.0,952299.0,904980.0
2008,,1853463.0,948802.0,904661.0
2009,,1981330.0,984636.0,996694.0
2010,,1935406.0,949902.0,985504.0
2011,,1942929.0,938577.0,1004352.0
2012,,1953591.0,927456.0,1026135.0
2013,,1874173.0,922893.0,951280.0
2014,start of forecast,1924016.0,930094.0,993922.0
2015,,1923137.0,929214.0,993922.0
2016,,1923935.0,930013.0,993922.0
2017,,1924489.0,930567.0,993922.0
2018,,1925284.0,931361.0,993922.0
2019,,1925243.0,931321.0,993922.0
2020,,1925635.0,931713.0,993922.0
2021,,1925832.0,931910.0,993922.0
2022,,1925090.0,931168.0,993922.0
2023,,1923689.0,929767.0,993922.0
2024,,1922766.0,928843.0,993922.0
2025,,1922562.0,928640.0,993922.0
2026,,1922767.0,928844.0,993922.0
2027,,1923168.0,929246.0,993922.0
2028,,1923665.0,929743.0,993922.0
2029,,1923789.0,929867.0,993922.0
2030,,1923495.0,929573.0,993922.0
2031,,1924851.0,930929.0,993922.0
2032,,1924703.0,930781.0,993922.0
2033,,1925203.0,931280.0,993922.0
2034,,1925056.0,931134.0,993922.0
2035,,1925208.0,931286.0,993922.0
2036,,1925709.0,931787.0,993922.0
2037,,1926164.0,932242.0,993922.0
2038,,1926581.0,932658.0,993922.0
2039,,1926683.0,932761.0,993922.0
2040,,1927503.0,933580.0,993922.0
