year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,359642.0,316684.64561
2018,359591.0,316633.64561
2019,359594.0,316636.64561
2020,358092.0,315134.64561
2021,358079.0,315121.64561
2022,359604.0,316646.64561
2023,361172.0,318214.64561
2024,361231.0,318273.64561
2025,361244.0,318286.64561
2026,361231.0,318273.64561
2027,361205.0,318247.64561
2028,361173.0,318215.64561
2029,361165.0,318207.64561
2030,361184.0,318226.64561
2031,359619.0,316661.64561
2032,359629.0,316671.64561
2033,359597.0,316639.64561
2034,359606.0,316648.64561
2035,359596.0,316638.64561
2036,358087.0,315129.64561
