year,Base case cost,Modeled biomass for heat (cordwood)
2017,1922179.20559,2039271.65596
2018,2033379.8358,2134707.29474
2019,2184426.27991,2265320.8184
2020,2246920.47797,2316888.74908
2021,2296969.96685,2358644.13364
2022,2342712.78693,2397864.58283
2023,2378209.87918,2428180.2116
2024,2400272.23658,2445541.64268
2025,2425645.6977,2465834.37314
2026,2458069.19658,2492366.59698
2027,2483176.62433,2512489.36036
2028,2504627.01388,2529431.01026
2029,2533464.73627,2552946.1107
2030,2551657.2156,2567148.89264
2031,2569370.47745,2579626.90435
2032,2601808.53447,2606442.29381
2033,2633940.75401,2632993.0139
2034,2666371.21633,2659882.18
2035,2687872.82931,2677170.47834
2036,2712402.20446,2695806.58546
