year,Base case diesel consumed,Modeled wind power
2019,153628.024118,116848.582882
2020,153628.024118,116848.582882
2021,153628.024118,116848.582882
2022,153628.024118,116848.582882
2023,153475.312365,116695.871129
2024,153398.956488,116619.515252
2025,153398.956488,116619.515252
2026,153398.956488,116619.515252
2027,153475.312365,116695.871129
2028,153475.312365,116695.871129
2029,153475.312365,116695.871129
2030,153475.312365,116695.871129
2031,153551.668242,116772.227006
2032,153551.668242,116772.227006
2033,153628.024118,116848.582882
2034,153628.024118,116848.582882
2035,153628.024118,116848.582882
2036,153628.024118,116848.582882
2037,153704.379995,116924.938759
2038,153704.379995,116924.938759
