year,Base case cost,Modeled non-residential energy efficiency
2017,1545376.28772,1572969.01639
2018,1625032.5222,1640320.02995
2019,1732953.87214,1733377.84617
2020,1784344.99115,1775355.50584
2021,1820318.77447,1803479.21274
2022,1846014.33398,1822400.0589
2023,1864001.22563,1834442.39704
2024,1879418.56134,1844257.43516
2025,1897405.45299,1856496.43731
2026,1920531.45655,1873483.92412
2027,1938518.34821,1885910.47966
2028,1953935.68391,1896100.73014
2029,1974492.13152,1911032.94854
2030,1987339.91128,1919071.07375
2031,2007896.35888,1934173.87099
