year,Base case diesel consumed,Modeled non-residential ashp
2017,46174.3372627,44333.3716166
2018,44227.3553645,42386.3897184
2019,44227.3553645,42386.3897184
2020,42280.3734664,40439.4078203
2021,42280.3734664,40439.4078203
2022,40333.3915682,38492.4259221
2023,40333.3915682,38492.4259221
2024,38386.4096701,36545.444024
2025,38386.4096701,36545.444024
2026,36439.4277719,34598.4621258
2027,36439.4277719,34598.4621258
2028,34492.4458737,32651.4802276
2029,32545.4639756,30704.4983295
2030,32545.4639756,30704.4983295
2031,30598.4820774,28757.5164313
