year,Base case cost,Modeled non-residential energy efficiency
2017,968557.527199,928263.117424
2018,1024611.66585,972838.009189
2019,1101426.5966,1035314.28067
2020,1138796.02237,1064016.26669
2021,1165785.05209,1083888.00622
2022,1184469.76497,1096709.49991
2023,1199002.31944,1106042.64446
2024,1209382.71548,1111885.67337
2025,1223915.26995,1121364.27222
2026,1238447.82441,1130913.0517
2027,1252980.37888,1140530.36681
2028,1265436.85414,1148432.7586
2029,1279969.4086,1158182.36382
2030,1290349.80465,1164432.09263
2031,1306958.43832,1176089.712
