year,Base case diesel consumed,Modeled non-residential ashp
2017,13215.0668342,-15118.0776221
2018,13215.0668342,-15118.0776221
2019,13215.0668342,-15118.0776221
2020,13215.0668342,-15118.0776221
2021,13215.0668342,-15118.0776221
2022,13215.0668342,-15118.0776221
2023,13215.0668342,-15118.0776221
2024,13215.0668342,-15118.0776221
2025,13215.0668342,-15118.0776221
2026,13215.0668342,-15118.0776221
2027,13215.0668342,-15118.0776221
2028,13215.0668342,-15118.0776221
2029,13215.0668342,-15118.0776221
2030,13215.0668342,-15118.0776221
2031,13215.0668342,-15118.0776221
