year,Base case diesel consumed,Modeled diesel efficiency
2019,175725.484612,159750.440556
2020,176088.095138,160080.086489
2021,175362.874086,159420.794624
2022,177248.44882,161134.953473
2023,180004.288815,163640.262559
2024,185008.31407,168189.376427
2025,189794.77301,172540.702736
2026,194508.709844,176826.099858
2027,197119.505629,179199.550572
2028,199005.080363,180913.709421
2029,223807.640322,203461.491202
2030,247812.457125,225284.051932
2031,267393.425514,243084.932285
2032,263404.709731,239458.827028
2033,252961.52659,229965.024173
2034,244548.962393,222317.238539
2035,243461.130816,221328.300742
2036,252526.393959,229569.449054
2037,271019.530771,246381.39161
2038,288134.747585,261940.679622
