year,Base case cost,Modeled solar power (pv)
2016,289910.346172,312703.081596
2017,340492.436752,361933.625928
2018,379907.944894,400210.177594
2019,446342.730914,465297.396414
2020,478959.618774,497028.510624
2021,499784.191145,517099.587601
2022,521110.43953,537778.948785
2023,541812.909334,557893.848873
2024,566125.441055,581676.743019
2025,594057.63952,609047.72501
2026,622427.871501,636869.661915
2027,644580.783408,658486.918185
2028,662686.917609,676091.273297
2029,760945.977095,773838.963142
2030,854952.97708,867388.765525
2031,943898.792063,955825.278255
2032,950891.002128,962319.847403
2033,935957.648383,946879.597783
2034,924395.077847,934842.128769
2035,934890.742334,944914.493302
