year,Base case diesel consumed,Modeled solar power (pv)
2016,200179.518236,196947.853
2017,199948.452998,196742.641083
2018,199640.366013,196460.200594
2019,199255.257282,196100.533187
2020,198947.170298,195817.683995
2021,198562.061567,195457.611155
2022,198330.996329,195251.381519
2023,198099.93109,195044.953199
2024,197714.822359,194684.284292
2025,197483.757121,194477.463358
2026,197021.626644,194039.383231
2027,196790.561406,193832.17594
2028,196482.474421,193547.756039
2029,195943.322198,193032.081563
2030,195173.104737,192285.154027
2031,194479.909021,191615.061917
2032,194094.800291,191252.871963
2033,193709.69156,190890.498659
2034,193401.604575,190604.965218
2035,193016.495844,190242.229602
