year,Base case diesel consumed,Modeled non-residential ashp
2017,26525.8105687,-31049.050708
2018,26525.8105687,-31049.050708
2019,26525.8105687,-31049.050708
2020,26525.8105687,-31049.050708
2021,26525.8105687,-31049.050708
2022,26525.8105687,-31049.050708
2023,26525.8105687,-31049.050708
2024,26525.8105687,-31049.050708
2025,26525.8105687,-31049.050708
2026,26525.8105687,-31049.050708
2027,26525.8105687,-31049.050708
2028,26525.8105687,-31049.050708
2029,26525.8105687,-31049.050708
2030,26525.8105687,-31049.050708
2031,26525.8105687,-31049.050708
