year,Base case cost,Modeled residential energy efficiency
2017,1543750.10021,1530660.82861
2018,1640266.77598,1611077.65874
2019,1756504.69636,1706971.12835
2020,1830264.16116,1768802.19956
2021,1877054.73271,1806142.07823
2022,1913477.42031,1834797.90133
2023,1957117.1218,1871560.75128
2024,1986018.65328,1894077.40863
2025,2015131.01803,1916898.89592
2026,2062741.89143,1957519.23548
2027,2108068.25901,1996340.43644
2028,2138076.66511,2020326.94198
2029,2184228.7963,2060146.93725
2030,2251281.46627,2121742.40703
2031,2314877.46098,2178775.55564
