year,Base case cost,Modeled wind power
2019,627654.060439,948515.719569
2020,664483.548795,969875.567665
2021,689010.353638,981208.941857
2022,706058.34693,986645.794101
2023,719102.749857,988967.540708
2024,729567.694506,989249.128868
2025,740564.089204,990252.392957
2026,754592.830047,993784.752831
2027,767483.189482,996704.653727
2028,778070.598707,997843.27466
2029,789651.588458,999803.976992
2030,796306.267325,997696.340599
2031,809036.421528,1000795.64736
2032,822961.953232,1005251.45912
2033,838762.964454,1011395.59225
2034,854835.092222,1017964.50539
2035,862783.736425,1017938.03257
2036,877696.686914,1023644.37468
2037,885545.202846,1023807.42822
2038,900661.490745,1029999.97362
