year,Base case cost,Modeled diesel efficiency
2019,627654.060439,827984.289021
2020,664483.548795,855433.071266
2021,689010.353638,871838.98405
2022,706058.34693,881584.051836
2023,719102.749857,887824.330758
2024,729567.694506,891851.325487
2025,740564.089204,896490.048639
2026,754592.830047,904011.028422
2027,767483.189482,910619.750818
2028,778070.598707,915254.642456
2029,789651.588458,920909.743201
2030,796306.267325,922200.591859
2031,809036.421528,929126.135906
2032,822961.953232,937247.308383
2033,838762.964454,947179.830882
2034,854835.092222,957462.69892
2035,862783.736425,960462.022893
2036,877696.686914,969891.598169
2037,885545.202846,972995.701941
2038,900661.490745,982801.345732
