year,Base case diesel consumed,Modeled residential ashp
2017,28065.4341645,-147531.837256
2018,28479.330109,-147117.941312
2019,28686.2780812,-146910.99334
2020,29100.1740257,-146497.097395
2021,29307.1219979,-146290.149423
2022,29514.0699702,-146083.201451
2023,29927.9659146,-145669.305506
2024,30134.9138869,-145462.357534
2025,30341.8618591,-145255.409562
2026,30755.7578035,-144841.513617
2027,31169.653748,-144427.617673
2028,31376.6017202,-144220.669701
2029,31790.4976647,-143806.773756
2030,32618.2895536,-142978.981867
2031,33239.1334703,-142358.137951
