year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,191916.204448,142017.991291
2018,191916.204448,142017.991291
2019,191916.204448,142017.991291
2020,191916.204448,142017.991291
2021,191916.204448,142017.991291
2022,191916.204448,142017.991291
2023,191916.204448,142017.991291
2024,191916.204448,142017.991291
2025,191916.204448,142017.991291
2026,191916.204448,142017.991291
2027,191916.204448,142017.991291
2028,191916.204448,142017.991291
2029,191916.204448,142017.991291
2030,191916.204448,142017.991291
2031,191916.204448,142017.991291
