year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,58802.41,288158.34,450613.92,73999.48,284283.4,288468.15
2018,63557.79,311452.33,476242.75,78028.37,299741.86,304154.16
2019,69942.01,342715.3,510639.32,83440.25,320488.74,325206.44
2020,72947.74,357427.29,526825.95,85990.28,330251.98,335113.39
2021,75077.86,367848.28,538291.47,87799.05,337167.6,342130.82
2022,76580.48,375204.28,546384.78,89073.3,342049.22,347084.3
2023,77707.11,380721.27,552454.77,90028.17,345710.43,350799.4
2024,78584.21,385012.27,565623.39,90772.85,348558.04,357492.04
2025,79587.1,389916.27,571100.73,91625.1,351812.46,360829.87
2026,80968.86,396659.26,578632.08,92803.6,356287.27,365419.38
2027,82100.08,402176.26,584794.1,93769.38,359948.49,369174.43
2028,82982.07,406467.25,589586.77,94525.67,362796.1,372095.03
2029,84115.15,411984.25,604646.23,95495.75,366457.31,379848.49
2030,84872.06,415662.25,608815.59,96146.02,368898.12,382378.5
2031,86254.05,422405.24,616459.42,97324.57,373372.94,387016.83
