year,Base case diesel consumed,Modeled non-residential ashp
2017,8459.3936199,-9930.5925287
2018,8459.3936199,-9930.5925287
2019,8459.3936199,-9930.5925287
2020,8459.3936199,-9930.5925287
2021,8459.3936199,-9930.5925287
2022,8459.3936199,-9930.5925287
2023,8459.3936199,-9930.5925287
2024,8459.3936199,-9930.5925287
2025,8459.3936199,-9930.5925287
2026,8459.3936199,-9930.5925287
2027,8459.3936199,-9930.5925287
2028,8459.3936199,-9930.5925287
2029,8459.3936199,-9930.5925287
2030,8459.3936199,-9930.5925287
2031,8459.3936199,-9930.5925287
