year,Base case cost,Modeled residential energy efficiency
2017,739082.07056,712433.594175
2018,780396.903974,747573.637189
2019,835845.759346,795232.29062
2020,861939.338344,816988.059178
2021,880422.290135,832050.587681
2022,893469.079634,842340.201288
2023,903254.171759,849777.241886
2024,923115.429606,867572.179411
2025,931930.601622,874221.957774
2026,944051.463144,883824.277035
2027,953968.531662,891502.590717
2028,961681.807176,897256.280965
2029,984494.724258,917881.324169
2030,991194.087532,922797.504361
2031,1003476.25354,932686.892831
