year,Base case cost,Modeled non-residential energy efficiency
2017,572441.746414,552815.461767
2018,611194.187162,586339.951904
2019,663204.04185,631791.445392
2020,687679.267585,652561.157018
2021,705015.885815,666952.462917
2022,717253.498682,676795.111439
2023,726431.708333,683918.866357
2024,733570.315839,689238.303875
2025,741728.724418,695498.419901
2026,752946.536213,704529.02222
2027,762124.745864,711753.515564
2028,769263.35337,717171.330459
2029,778441.563021,724442.720628
2030,784560.369455,728991.130782
2031,795778.181251,738137.650069
