year,Base case diesel consumed,Modeled residential ashp
2017,17931.4311024,-49512.8361415
2018,17931.4311024,-49512.8361415
2019,17931.4311024,-49512.8361415
2020,17931.4311024,-49512.8361415
2021,17931.4311024,-49512.8361415
2022,17931.4311024,-49512.8361415
2023,17931.4311024,-49512.8361415
2024,18203.2953393,-49240.9719046
2025,18203.2953393,-49240.9719046
2026,18203.2953393,-49240.9719046
2027,18203.2953393,-49240.9719046
2028,18203.2953393,-49240.9719046
2029,18475.1595762,-48969.1076677
2030,18475.1595762,-48969.1076677
2031,18475.1595762,-48969.1076677
