year,Base case cost,Modeled non-residential energy efficiency
2017,2243834.05788,2139284.8533
2018,2362688.62883,2244421.11615
2019,2519576.66247,2384300.45156
2020,2593266.49646,2448416.72135
2021,2640808.32484,2488770.26916
2022,2678841.78754,2520526.68576
2023,2704989.79315,2541517.58098
2024,2724006.5245,2556074.86018
2025,2750154.53011,2577197.47691
2026,2778679.62714,2600550.40084
2027,2804827.63274,2621798.6372
2028,2826221.45551,2638773.97868
2029,2852369.46112,2660142.01524
2030,2869009.10105,2672900.844
2031,2899911.2895,2698716.63595
