year,Base case diesel consumed,Modeled residential ashp
2017,11998.8074401,-66938.7139273
2018,11998.8074401,-66938.7139273
2019,11834.7448697,-67102.7764976
2020,11834.7448697,-67102.7764976
2021,11834.7448697,-67102.7764976
2022,11998.8074401,-66938.7139273
2023,11998.8074401,-66938.7139273
2024,11998.8074401,-66938.7139273
2025,11998.8074401,-66938.7139273
2026,11998.8074401,-66938.7139273
2027,11998.8074401,-66938.7139273
2028,11998.8074401,-66938.7139273
2029,11998.8074401,-66938.7139273
2030,11998.8074401,-66938.7139273
2031,11998.8074401,-66938.7139273
