year,Base case cost,Modeled diesel efficiency
2019,915878.932765,1060017.41995
2020,956486.206409,1091603.4309
2021,983842.263549,1111267.79597
2022,1006930.5776,1127174.38158
2023,1025537.32155,1139125.94069
2024,1036883.72388,1144593.52482
2025,1052294.09151,1153869.23211
2026,1067936.23123,1163466.588
2027,1082211.75248,1171929.9096
2028,1092609.85893,1176974.11525
2029,1105659.37282,1184532.01861
2030,1115670.02219,1189428.22289
2031,1131956.67068,1200128.4214
2032,1146250.05876,1209112.79572
2033,1161831.8248,1219362.39796
2034,1177357.60222,1229652.8744
2035,1189398.75951,1236865.13607
2036,1204849.16762,1247264.23813
2037,1216188.39192,1254011.37033
2038,1233562.51181,1266328.23824
