year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,156809.575084,116039.085562
2018,156809.575084,116039.085562
2019,156809.575084,116039.085562
2020,156809.575084,116039.085562
2021,156809.575084,116039.085562
2022,156809.575084,116039.085562
2023,156809.575084,116039.085562
2024,156809.575084,116039.085562
2025,156809.575084,116039.085562
2026,156809.575084,116039.085562
2027,156809.575084,116039.085562
2028,156809.575084,116039.085562
2029,156809.575084,116039.085562
2030,156809.575084,116039.085562
2031,156809.575084,116039.085562
