year,Base case cost,Modeled biomass for heat (cordwood)
2017,2841150.80916,2782843.97529
2018,3113760.41509,3014122.68368
2019,3484059.92939,3329426.03623
2020,3671408.73183,3487577.14225
2021,3806731.80156,3601178.14474
2022,3910874.46428,3688131.21755
2023,3993285.07232,3756524.82543
2024,4062142.8269,3813404.51989
2025,4139785.10577,3878051.64284
2026,4232370.98229,3955039.40584
2027,4313475.58832,4023029.17986
2028,4372421.93122,4070436.74644
2029,4472217.41486,4155743.61044
2030,4538763.47393,4212425.50328
2031,4638977.18481,4297671.78912
2032,4721114.92738,4364938.4635
2033,4804103.33723,4433036.81831
2034,4900349.17873,4513579.81469
2035,4956886.32215,4558914.18279
2036,5046860.71385,4633363.10475
