year,annotation,Diesel Price ($/gal),Heating Fuel ($/gal)
2016,,1.92,3.1
2017,,2.34,3.52
2018,,2.66,3.83
2019,,3.09,4.27
2020,,3.3,4.48
2021,,3.45,4.63
2022,,3.56,4.74
2023,,3.64,4.82
2024,,3.7,4.88
2025,,3.77,4.95
2026,,3.87,5.05
2027,,3.95,5.12
2028,,4.01,5.19
2029,,4.1,5.28
2030,,4.15,5.33
2031,,4.24,5.42
2032,,4.34,5.52
2033,,4.44,5.62
2034,,4.54,5.72
2035,,4.61,5.79
2036,,4.71,5.89
2037,,4.78,5.96
2038,,4.88,6.06
2039,,4.96,6.14
2040,,5.08,6.26
