year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,0,0,0,0,126884000,3228998
2004,,0,0,0,0,134232000,2217000
2005,,0,0,0,0,121463001,14634997
2006,,0,0,0,0,9648000,41025001
2007,,0,0,0,0,91915001,54480000
2008,,0,0,0,0,120879000,21035000
2009,,0,0,6138000,0,98551000,20930000
2010,,0,0,12606000,0,123964000,9766000
2011,,0,0,12445000,0,114186000,21851580
2012,,0,0,16313000,0,131121000,5627000
2013,,0,0,26699000,0,119142000,5808000
2014,,0,0,23323000,0,134031000,0
2015,start of forecast,0,0,22111667,0,128098000,2676333
2016,,0,0,24044556,0,127090333,1722111
2017,,0,0,23159741,0,129739778,0
2018,,0,0,23105321,0,128309370,1374309
2019,,0,0,23436539,0,128379827,938634
2020,,0,0,23233867,0,128809658,683475
2021,,0,0,23258576,0,128499619,940806
2022,,0,0,23309661,0,128563035,792305
2023,,0,0,23267368,0,128624104,752528
2024,,0,0,23278535,0,128562252,772213
2025,,0,0,23285188,0,128583130,713682
2026,,0,0,23277030,0,128589829,690141
2027,,0,0,23280251,0,128578404,677345
2028,,0,0,23280823,0,128583788,655389
2029,,0,0,23279368,0,128584007,619625
2030,,0,0,23280147,0,128582066,581787
2031,,0,0,23280113,0,128583287,555600
2032,,0,0,23279876,0,128583120,552004
2033,,0,0,23280045,0,128582824,549130
2034,,0,0,23280011,0,128583077,546912
2035,,0,0,23279977,0,128583007,545015
2036,,0,0,23280011,0,128582970,538019
2037,,0,0,23280000,0,128583018,532982
2038,,0,0,23279996,0,128582998,529006
2039,,0,0,23280003,0,128582995,543002
2040,,0,0,23280000,0,128583004,559997
