year,Base case diesel consumed,Modeled residential ashp
2017,3346.2287546,-9239.71294163
2018,3346.2287546,-9239.71294163
2019,3346.2287546,-9239.71294163
2020,3346.2287546,-9239.71294163
2021,3618.0929915,-8967.84870472
2022,3618.0929915,-8967.84870472
2023,3618.0929915,-8967.84870472
2024,3618.0929915,-8967.84870472
2025,3618.0929915,-8967.84870472
2026,3618.0929915,-8967.84870472
2027,3889.95722841,-8695.98446781
2028,3889.95722841,-8695.98446781
2029,3889.95722841,-8695.98446781
2030,3889.95722841,-8695.98446781
2031,3889.95722841,-8695.98446781
