year,Base case cost,Modeled diesel efficiency
2019,143130.237106,283477.464633
2020,149759.427035,285909.647806
2021,153978.002445,286234.605825
2022,157292.597409,285820.031658
2023,159401.885114,284390.063835
2024,161209.846004,282764.619442
2025,163132.041238,281319.642719
2026,165535.459894,280386.964463
2027,167938.878549,279527.35502
2028,169741.442541,278192.870203
2029,172144.861196,277474.301
2030,173127.096665,275531.797593
2031,175822.847305,275213.491121
2032,178219.070096,274687.784763
2033,180914.820736,274497.753486
2034,183910.099225,274641.912085
2035,184850.958474,272978.857852
2036,187837.242133,273234.304971
2037,189330.383962,272189.991514
2038,192018.039255,272287.889659
