year,Base case cost,Modeled non-residential energy efficiency
2017,382956.361488,374729.510914
2018,404720.772671,393795.809798
2019,433325.427368,419112.56176
2020,447005.914397,430848.552896
2021,455711.67887,438068.878905
2022,462551.922385,443606.109876
2023,466904.804621,446893.260617
2024,470635.846538,449629.731459
2025,475610.569094,453514.931795
2026,480585.29165,457415.309169
2027,485560.014206,461330.507837
2028,489291.056123,464126.992172
2029,494265.778679,468070.799473
2030,497374.980277,470328.627813
2031,502971.543153,474866.312532
