year,Base case cost,Modeled water and wastewater efficiency
2017,72148.6695034,52780.2072331
2018,76456.4282969,55568.8094162
2019,82117.7231416,59265.9548907
2020,84824.0337643,60987.4374069
2021,86545.1966809,62051.7670836
2022,87897.0818049,62870.8724756
2023,88756.6100962,63362.375045
2024,89492.7983462,63773.4794437
2025,90474.4918356,64351.3453766
2026,91455.863406,64931.0760563
2027,92436.946237,65512.6150291
2028,93171.8746641,65931.1568162
2029,94152.1516177,66516.2040509
2030,94763.397303,66855.8155598
2031,95866.7384295,67526.4651477
