year,Base case cost,Modeled residential energy efficiency
2017,200602.026966,195964.102157
2018,209540.501026,204337.24459
2019,221288.209789,215386.745236
2020,226906.679197,220606.738259
2021,244817.67303,238221.119209
2022,247798.753497,240945.569223
2023,249695.804703,242638.266865
2024,251321.848594,244075.080846
2025,253489.907115,246031.88145
2026,255657.965637,247991.315481
2027,272911.500785,265038.797841
2028,274631.278729,266579.75905
2029,276924.315986,268671.707515
2030,278357.464273,269943.249036
2031,280937.131188,272314.198874
