year,Base case diesel consumed,Modeled transmission and interties
2021,153628.024119,0.0
2022,153628.024119,0.0
2023,153475.312365,0.0
2024,153398.956488,0.0
2025,153398.956488,0.0
2026,153398.956488,0.0
2027,153475.312365,0.0
2028,153475.312365,0.0
2029,153475.312365,0.0
2030,153475.312365,0.0
2031,153551.668242,0.0
2032,153551.668242,0.0
2033,153628.024119,0.0
2034,153628.024119,0.0
2035,153628.024119,0.0
2036,153628.024119,0.0
2037,153704.379996,0.0
2038,153704.379996,0.0
2039,153704.379996,0.0
2040,153780.735872,0.0
