year,Base case cost,Modeled solar power (pv)
2016,334763.145956,348345.341961
2017,399163.586074,412289.711046
2018,446796.779595,459597.983804
2019,511062.069811,523421.037907
2020,541664.588961,553832.05047
2021,563086.352366,575131.472399
2022,578387.611942,590356.15577
2023,588510.553393,600436.411257
2024,597383.594955,609278.429008
2025,608078.441923,619932.384693
2026,621828.959454,633621.843394
2027,632839.919752,644593.91381
2028,642011.512792,653737.890815
2029,654240.303512,665919.196684
2030,661883.297712,673546.379425
2031,674448.817849,686066.233432
2032,688213.079437,699775.793697
2033,702327.814501,713836.988562
2034,716098.948118,727555.728032
2035,725279.703863,736714.649533
