year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation solar [kWh/year],generation diesel [kWh/year]
2003,,14965.34,2067229.0,0.0,2067229.0
2004,,14965.34,1990683.0,0.0,1990683.0
2005,,14965.34,1917235.0,0.0,1917235.0
2006,,14965.34,1978674.0,0.0,1978674.0
2007,,14965.34,2008285.0,0.0,2008285.0
2008,,14965.34,2032937.0,0.0,2032937.0
2009,,14965.34,2076336.0,0.0,2076336.0
2010,,14965.34,2035999.0,0.0,2035999.0
2011,,14965.34,2034128.0,0.0,2034128.0
2012,,14965.34,2037922.0,0.0,2037922.0
2013,,14965.34,1958200.0,0.0,1958200.0
2014,start of forecast,14965.34,2010000.0,8060.0,2001940.0
2015,,14965.34,2010000.0,8060.0,2001940.0
2016,,14965.34,2010000.0,8060.0,2001940.0
2017,,14965.34,2011000.0,8060.0,2002940.0
2018,,14965.34,2012000.0,8060.0,2003940.0
2019,,14965.34,2012000.0,8060.0,2003940.0
2020,,14965.34,2012000.0,8060.0,2003940.0
2021,,14965.34,2012000.0,8060.0,2003940.0
2022,,14965.34,2012000.0,8060.0,2003940.0
2023,,14965.34,2010000.0,8060.0,2001940.0
2024,,14965.34,2009000.0,8060.0,2000940.0
2025,,14965.34,2009000.0,8060.0,2000940.0
2026,,14965.34,2009000.0,8060.0,2000940.0
2027,,14965.34,2010000.0,8060.0,2001940.0
2028,,14965.34,2010000.0,8060.0,2001940.0
2029,,14965.34,2010000.0,8060.0,2001940.0
2030,,14965.34,2010000.0,8060.0,2001940.0
2031,,14965.34,2011000.0,8060.0,2002940.0
2032,,14965.34,2011000.0,8060.0,2002940.0
2033,,14965.34,2012000.0,8060.0,2003940.0
2034,,14965.34,2012000.0,8060.0,2003940.0
2035,,14965.34,2012000.0,8060.0,2003940.0
2036,,14965.34,2012000.0,8060.0,2003940.0
2037,,14965.34,2013000.0,8060.0,2004940.0
2038,,14965.34,2013000.0,8060.0,2004940.0
2039,,14965.34,2013000.0,8060.0,2004940.0
2040,,14965.34,2014000.0,8060.0,2005940.0
