year,Base case cost,Modeled residential energy efficiency
2017,1552011.08346,1449111.92426
2018,1629845.05044,1513382.36122
2019,1735297.52182,1600458.4371
2020,1771811.94608,1628222.19684
2021,1806689.51182,1656974.29741
2022,1845771.53946,1691680.99279
2023,1877653.06107,1720499.78182
2024,1892834.81043,1733056.33182
2025,1910546.85135,1747705.64016
2026,1933319.4754,1766540.46517
2027,1951031.51632,1781189.77351
2028,1966213.26568,1793746.32352
2029,1986455.59817,1810488.39019
2030,1999107.05597,1820952.18186
2031,2003950.24653,1822295.10662
2032,2026547.20469,1840954.26574
2033,2049144.16284,1859613.42486
2034,2071741.121,1878272.58398
2035,2086805.75976,1890712.02339
2036,2095675.05654,1895205.9879
