year,Base case diesel consumed,Modeled diesel efficiency
2019,153012.595752,139102.359774
2020,153012.595752,139102.359774
2021,153012.595752,139102.359774
2022,153012.595752,139102.359774
2023,152859.883998,138963.530907
2024,152783.528121,138894.116474
2025,152783.528121,138894.116474
2026,152783.528121,138894.116474
2027,152859.883998,138963.530907
2028,152859.883998,138963.530907
2029,152859.883998,138963.530907
2030,152859.883998,138963.530907
2031,152936.239875,139032.945341
2032,152936.239875,139032.945341
2033,153012.595752,139102.359774
2034,153012.595752,139102.359774
2035,153012.595752,139102.359774
2036,153012.595752,139102.359774
2037,153088.951629,139171.774208
2038,153088.951629,139171.774208
