year,Base case cost,Modeled wind power
2019,1785507.30189,2195289.23045
2020,1912719.16886,2275154.0492
2021,1991316.6532,2318159.88974
2022,2055736.89408,2350614.1508
2023,2092080.36504,2361856.73399
2024,2127522.76506,2372558.15401
2025,2163215.71412,2383861.59566
2026,2212356.8995,2405708.23532
2027,2254159.66877,2422175.78567
2028,2289425.477,2434057.84597
2029,2328413.3429,2448357.48962
2030,2354618.58771,2453434.9558
2031,2401318.42928,2474439.46264
2032,2449069.52028,2496792.92769
2033,2504377.12581,2525369.50194
2034,2559151.18262,2553696.44473
2035,2592783.89409,2566031.71487
2036,2646163.32854,2593512.06272
2037,2672107.45898,2600318.07158
2038,2725252.94704,2628087.11277
