year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,1779272.0,1562538.24361
2018,1769197.0,1552463.24361
2019,1759123.0,1542389.24361
2020,1747783.0,1531049.24361
2021,1736451.0,1519717.24361
2022,1725117.0,1508383.24361
2023,1713780.0,1497046.24361
2024,1701184.0,1484450.24361
2025,1688593.0,1471859.24361
2026,1677253.0,1460519.24361
2027,1664657.0,1447923.24361
2028,1653320.0,1436586.24361
2029,1635690.0,1418956.24361
2030,1620577.0,1403843.24361
2031,1606721.0,1389987.24361
2032,1594130.0,1377396.24361
2033,1585310.0,1368576.24361
2034,1575237.0,1358503.24361
2035,1563901.0,1347167.24361
2036,1552563.0,1335829.24361
