year,Base case cost,Modeled diesel efficiency
2019,1785507.30189,2127157.85381
2020,1912719.16886,2230993.22283
2021,1991316.6532,2290910.53723
2022,2055736.89408,2338209.79875
2023,2092080.36504,2360248.73789
2024,2127522.76506,2381726.34766
2025,2163215.71412,2403683.51264
2026,2212356.8995,2438112.22914
2027,2254159.66877,2466109.77747
2028,2289425.477,2488399.12547
2029,2328413.3429,2514301.15776
2030,2354618.58771,2528806.25399
2031,2401318.42928,2562161.18896
2032,2449069.52028,2596685.07398
2033,2504377.12581,2638286.78793
2034,2559151.18262,2679606.84655
2035,2592783.89409,2701906.12226
2036,2646163.32854,2742350.9311
2037,2672107.45898,2758043.97522
2038,2725252.94704,2798650.50737
