year,Base case diesel consumed,Modeled wind power
2019,694749.922915,503696.894738
2020,693014.191615,501961.163438
2021,691429.393471,500376.365294
2022,689844.595328,498791.567151
2023,688184.330606,497131.302429
2024,686297.66615,495244.637973
2025,684561.93485,493508.906673
2026,682826.20355,491773.175373
2027,681015.005671,489961.977495
2028,679354.74095,488301.712773
2029,676864.343867,485811.31569
2030,674675.813098,483622.784921
2031,672638.215485,481585.187308
2032,670977.950763,479924.922586
2033,669619.552354,478566.524177
2034,668185.687367,477132.65919
2035,666525.422646,475472.394469
2036,664865.157924,473812.129747
2037,663053.960046,472000.931869
2038,661469.161902,470416.133725
