year,Base case cost,Modeled residential energy efficiency
2017,5545113.29982,5211436.86988
2018,5772468.20179,5357161.34578
2019,6097878.14458,5576715.5299
2020,6221378.39502,5638958.45227
2021,6268983.63483,5642855.41102
2022,6293500.80215,5628913.89753
2023,6275873.20343,5582985.99482
2024,6248003.04903,5527133.12759
2025,6218453.15342,5469910.66691
2026,6215122.98146,5434294.22679
2027,6191378.00626,5381017.05406
2028,6165561.66909,5328415.65785
2029,6101308.40004,5235201.11648
2030,6035180.0577,5145303.55011
2031,6002868.0834,5082116.48938
2032,5977593.15861,5026229.18344
2033,5987395.04552,5003216.94654
2034,5985680.573,4968938.88552
2035,5947350.16374,4905664.42365
2036,5931851.68114,4858085.94496
