year,Base case cost,Modeled water and wastewater efficiency
2017,74852.7863859,137127.199588
2018,78334.2849944,137476.158262
2019,83209.0015185,138806.725208
2020,85393.5315839,138373.975569
2021,86627.9182301,137349.628851
2022,87553.7946051,136160.978544
2023,87883.9266334,134613.854409
2024,88158.6868963,133069.313684
2025,88455.0908963,131580.365824
2026,89016.4277101,130308.461611
2027,89387.799905,128946.161632
2028,89673.4828144,127565.464486
2029,89827.9184393,126126.016605
2030,89803.5141997,124605.040372
2031,90186.6938854,123393.02878
