year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,831719.028266,615472.080916
2018,831719.028266,615472.080916
2019,831719.028266,615472.080916
2020,831719.028266,615472.080916
2021,831719.028266,615472.080916
2022,831719.028266,615472.080916
2023,831719.028266,615472.080916
2024,831719.028266,615472.080916
2025,831719.028266,615472.080916
2026,831719.028266,615472.080916
2027,831719.028266,615472.080916
2028,831719.028266,615472.080916
2029,831719.028266,615472.080916
2030,831719.028266,615472.080916
2031,831719.028266,615472.080916
