year,Base case cost,Modeled non-residential energy efficiency
2017,9166043.73894,8135168.25154
2018,9520050.79757,8438435.36178
2019,10005171.5816,8860751.74835
2020,10254287.6599,9069891.24186
2021,10411624.1304,9196358.41411
2022,10542737.8559,9299468.74067
2023,10621406.0911,9355483.71077
2024,10700074.3264,9411854.3294
2025,10778742.5616,9468572.26123
2026,10883633.542,9549359.13634
2027,10975413.1498,9618612.34978
2028,11054081.385,9676324.13869
2029,11145860.9928,9746216.69208
2030,11211417.8555,9792687.95127
2031,11316308.8358,9875055.11195
