year,Base case cost,Modeled wind power
2019,278412.917065,459277.433387
2020,298961.238833,475661.420776
2021,314177.412032,487870.019146
2022,326338.66369,497717.751704
2023,335668.419856,505428.0445
2024,344007.367432,512378.880617
2025,353499.537148,520251.586963
2026,363875.099084,528776.33362
2027,373535.697667,536817.468833
2028,381584.19138,543477.851086
2029,391700.235369,551974.431705
2030,399382.654096,558500.090883
2031,411586.872302,568622.141899
2032,422130.003774,577314.458092
2033,433865.88661,586968.173739
2034,445339.673506,596359.793444
2035,453827.285337,603459.293816
2036,466910.599109,614229.088488
2037,474735.666774,620897.396604
2038,487977.956772,631826.167502
