year,Base case diesel consumed,Modeled diesel efficiency
2019,104666.510175,95151.3728862
2020,105268.041843,95698.2198568
2021,105783.640415,96166.9458316
2022,106299.238987,96635.6718064
2023,106900.770655,97182.5187771
2024,107502.302322,97729.3657477
2025,108103.83399,98276.2127183
2026,108619.432562,98744.9386931
2027,109220.96423,99291.7856637
2028,109650.629707,99682.3906427
2029,110338.09447,100307.358609
2030,110939.626138,100854.20558
2031,111541.157805,101401.05255
2032,111970.823282,101791.657529
2033,112400.488759,102182.262508
2034,112744.221141,102494.746492
2035,113173.886618,102885.351471
2036,113603.552095,103275.95645
2037,114119.150667,103744.682424
2038,114548.816144,104135.287403
