year,annotation,consumption kWh,residential kWh,non-residential kWh
2003,,312236.0,103719.0,208517.0
2004,,345858.0,100553.0,245305.0
2005,,317521.0,91541.0,225980.0
2006,,296007.0,93650.0,202357.0
2007,,305946.0,96392.0,209554.0
2008,,289679.0,92736.0,196943.0
2009,,324247.0,127223.0,197024.0
2010,,332514.0,133556.0,198958.0
2011,,358942.0,133492.0,225450.0
2012,,356257.0,141995.0,214262.0
2013,,359346.0,137909.0,221437.0
2014,start of forecast,336949.0,116566.0,220383.0
2015,,336930.0,116547.0,220383.0
2016,,336816.0,116433.0,220383.0
2017,,336675.0,116292.0,220383.0
2018,,336498.0,116115.0,220383.0
2019,,336316.0,115933.0,220383.0
2020,,336135.0,115752.0,220383.0
2021,,335945.0,115562.0,220383.0
2022,,335800.0,115417.0,220383.0
2023,,335697.0,115314.0,220383.0
2024,,335585.0,115202.0,220383.0
2025,,335432.0,115049.0,220383.0
2026,,335221.0,114838.0,220383.0
2027,,334988.0,114605.0,220383.0
2028,,334771.0,114388.0,220383.0
2029,,334545.0,114162.0,220383.0
2030,,334320.0,113937.0,220383.0
2031,,334088.0,113705.0,220383.0
2032,,333820.0,113437.0,220383.0
2033,,333590.0,113207.0,220383.0
2034,,333362.0,112979.0,220383.0
2035,,333125.0,112742.0,220383.0
2036,,332945.0,112562.0,220383.0
2037,,332731.0,112348.0,220383.0
2038,,332536.0,112153.0,220383.0
2039,,332280.0,111897.0,220383.0
2040,,332045.0,111662.0,220383.0
