year,Base case cost,Modeled diesel efficiency
2019,94554.3165458,242037.154672
2020,101257.794211,244473.131091
2021,105844.384193,245070.40075
2022,109087.706035,244530.24469
2023,111550.976816,243362.716072
2024,113662.351772,241955.130557
2025,115773.726728,240625.52203
2026,118940.789161,240331.778781
2027,121404.059942,239472.589547
2028,123192.94029,238072.939833
2029,125649.779555,237351.445115
2030,127404.664744,236061.067812
2031,130221.668927,235803.887453
2032,133372.193176,235915.95621
2033,136172.659174,235774.291241
2034,139673.241672,236332.085114
2035,141401.482008,235340.171807
2036,144543.737164,235693.797787
2037,146638.573934,235153.888595
2038,149780.82909,235623.466355
